an,semestru,nume_disciplina,nrcrt,sapt,curs,numarore,numecat,orestud,examin,credite,nume_nota,obligativ,nume_pachet,facultate,specializare,profil_facultate,formainv
1,1,Analiza matematica                                                                                                      ,1,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Analiza matematica                                                                                                      ,1,14,SEMINAR   ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,"Algebra liniara, geometrie analitica si diferentiala                                                                    ",2,14,SEMINAR   ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,"Algebra liniara, geometrie analitica si diferentiala                                                                    ",2,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Geometrie descriptiva                                                                                                   ,3,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Geometrie descriptiva                                                                                                   ,3,14,LABORATOR ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Informatica aplicata                                                                                                    ,4,14,LABORATOR ,2,DF   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Informatica aplicata                                                                                                    ,4,14,CURS      ,2,DF   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Chimie                                                                                                                  ,5,14,LABORATOR ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Chimie                                                                                                                  ,5,14,CURS      ,2,DF   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Geologie inginereasca                                                                                                   ,6,14,LABORATOR ,1,DID  ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Geologie inginereasca                                                                                                   ,6,14,CURS      ,1,DID  ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Educatie fizica I                                                                                                       ,7,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Limba engleza I                                                                                                         ,8.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Limba franceza I                                                                                                        ,8.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Limba germana I                                                                                                         ,8.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Limba italiana I                                                                                                        ,8.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Istoria ingineriei constructiilor                                                                                       ,9.1,14,CURS      ,2,DC   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Etica si integritate academica                                                                                          ,9.2,14,CURS      ,2,DC   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Matematici speciale                                                                                                     ,10,14,SEMINAR   ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Matematici speciale                                                                                                     ,10,14,CURS      ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Mecanica I                                                                                                              ,11,14,CURS      ,2,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Mecanica I                                                                                                              ,11,14,LABORATOR ,3,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Fizica                                                                                                                  ,12,14,CURS      ,2,DF   ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Fizica                                                                                                                  ,12,14,SEMINAR   ,1,DF   ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Materiale de constructii                                                                                                ,13,14,LABORATOR ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Materiale de constructii                                                                                                ,13,14,CURS      ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Desen tehnic si infografica I                                                                                           ,14,14,LABORATOR ,3,DF   ,58,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Programarea calculatoarelor si limbaje de programare                                                                    ,15,14,LABORATOR ,2,DF   ,47,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Elemente de arhitectura si sistematizare                                                                                ,16,14,CURS      ,1,DID  ,36,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Economie generala                                                                                                       ,17,14,SEMINAR   ,1,DC   ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Economie generala                                                                                                       ,17,14,CURS      ,1,DC   ,22,examen                        ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Educatie fizica II                                                                                                      ,18,14,SEMINAR   ,1,DC   ,11,verificare                    ,1,A/R       ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Limba engleza II                                                                                                        ,19.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Limba franceza II                                                                                                       ,19.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Limba germana II                                                                                                        ,19.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Limba italiana II                                                                                                       ,19.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL II,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,1,Voluntariat 1                                                                                                           ,301,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Allplan inginerie I                                                                                                     ,101,14,LABORATOR ,1,DC   ,47,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Allplan inginerie I                                                                                                     ,101,14,CURS      ,1,DC   ,47,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
1,2,Voluntariat 2                                                                                                           ,302,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Mecanica II                                                                                                             ,20,14,CURS      ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Mecanica II                                                                                                             ,20,14,SEMINAR   ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Rezistenta materialelor I                                                                                               ,21,14,LABORATOR ,3,DID  ,66,examen                        ,6,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Rezistenta materialelor I                                                                                               ,21,14,CURS      ,3,DID  ,66,examen                        ,6,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Metode  numerice                                                                                                        ,22,14,LABORATOR ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Metode  numerice                                                                                                        ,22,14,CURS      ,2,DF   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Topografie                                                                                                              ,23,14,LABORATOR ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Topografie                                                                                                              ,23,14,CURS      ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Desen tehnic si infografica II                                                                                          ,24,14,LABORATOR ,2,DF   ,47,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Hidraulica constructiilor                                                                                               ,25,14,CURS      ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Hidraulica constructiilor                                                                                               ,25,14,LABORATOR ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Securitatea la incendiu                                                                                                 ,26,14,CURS      ,1,DID  ,36,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Limba engleza III                                                                                                       ,27.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Limba franceza III                                                                                                      ,27.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Limba germana III                                                                                                       ,27.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Limba italiana III                                                                                                      ,27.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Statica si stabilitatea constructiilor I                                                                                ,28,14,LABORATOR ,2,DID  ,30,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Statica si stabilitatea constructiilor I                                                                                ,28,14,CURS      ,3,DID  ,30,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Rezistenta materialelor II                                                                                              ,29,14,CURS      ,3,DID  ,66,examen                        ,6,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Rezistenta materialelor II                                                                                              ,29,14,LABORATOR ,3,DID  ,66,examen                        ,6,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Geotehnica                                                                                                              ,30,14,LABORATOR ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Geotehnica                                                                                                              ,30,14,CURS      ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Beton armat si precomprimat I                                                                                           ,31,14,CURS      ,3,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Beton armat si precomprimat I                                                                                           ,31,14,LABORATOR ,2,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Cai  de  comunicatii                                                                                                    ,32.1,14,CURS      ,2,DID  ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Cai  de  comunicatii                                                                                                    ,32.1,14,LABORATOR ,1,DID  ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Lucrari de arta                                                                                                         ,32.2,14,LABORATOR ,1,DID  ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Lucrari de arta                                                                                                         ,32.2,14,CURS      ,2,DID  ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Termotehnica constructiilor                                                                                             ,33,14,CURS      ,1,DID  ,47,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Termotehnica constructiilor                                                                                             ,33,14,SEMINAR   ,1,DID  ,47,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Limba engleza IV                                                                                                        ,34.1,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Limba franceza IV                                                                                                       ,34.2,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Limba germana IV                                                                                                        ,34.3,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Limba italiana IV                                                                                                       ,34.4,14,SEMINAR   ,1,DC   ,11,colocviu                      ,1,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Practica topografica                                                                                                    ,35,3,PRACTICA  ,30,DID  ,10,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,1,Voluntariat 3                                                                                                           ,303,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Statistica si probabilitate in calculul constructiilor                                                                  ,101,14,LABORATOR ,1,DC   ,8,colocviu                      ,2,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Statistica si probabilitate in calculul constructiilor                                                                  ,101,14,CURS      ,2,DC   ,8,colocviu                      ,2,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
2,2,Voluntariat 4                                                                                                           ,304,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Statica si stabilitatea constructiilor II                                                                               ,36,14,LABORATOR ,2,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Statica si stabilitatea constructiilor II                                                                               ,36,14,CURS      ,3,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Beton armat si precomprimat II                                                                                          ,37,14,CURS      ,2,DID  ,47,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Beton armat si precomprimat II - proiect                                                                                ,38,14,PROIECT   ,2,DID  ,22,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Hidraulica constructiilor II                                                                                            ,39,14,LABORATOR ,3,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Hidraulica constructiilor II                                                                                            ,39,14,CURS      ,2,DID  ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Scheme de amenajari hidrotehnice                                                                                        ,40,14,CURS      ,2,DS   ,47,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Scheme si amenajari hidrotehnice - proiect                                                                              ,41,14,PROIECT   ,2,DS   ,22,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Hidrologie si hidrogeologie                                                                                             ,42,14,CURS      ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Hidrologie si hidrogeologie                                                                                             ,42,14,LABORATOR ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Teoria elasticitatii si plasticitatii                                                                                   ,43,14,LABORATOR ,1,DID  ,33,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Teoria elasticitatii si plasticitatii                                                                                   ,43,14,CURS      ,2,DID  ,33,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Protectia calitatii apelor si a solurilor                                                                               ,44.1,14,CURS      ,2,DS   ,33,examen                        ,3,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Protectia calitatii apelor si a solurilor                                                                               ,44.1,14,LABORATOR ,1,DS   ,33,examen                        ,3,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Impactul ACH asupra mediului                                                                                            ,44.2,14,CURS      ,2,DS   ,33,examen                        ,3,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,1,Impactul ACH asupra mediului                                                                                            ,44.2,14,LABORATOR ,1,DS   ,33,examen                        ,3,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
3,2,Metoda elementului finit                                                                                                ,45,14,LABORATOR ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Amenajari si constructii hidrotehnice - (ACH),Inginerie civila -                                                                                  ,LICENTA
