an,semestru,nume_disciplina,nrcrt,sapt,curs,numarore,numecat,orestud,examin,credite,nume_nota,obligativ,nume_pachet,facultate,specializare,profil_facultate,formainv
3,2,Intretinerea infrastructurii urbane si de transport                                                                     ,44,14,CURS      ,3,DS   ,55,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Proiectarea strazilor si autostrazilor urbane                                                                           ,45,14,LABORATOR ,2,DS   ,30,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Proiectarea strazilor si autostrazilor urbane                                                                           ,45,14,CURS      ,2,DS   ,30,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Proiectarea strazilor si autostrazilor urbane                                                                           ,45,14,PROIECT   ,1,DS   ,30,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Management in constructii                                                                                               ,46,14,LABORATOR ,1,DID  ,47,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Management in constructii                                                                                               ,46,14,CURS      ,1,DID  ,47,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Lucrari de arta urbana                                                                                                  ,47.1,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Lucrari de arta urbana                                                                                                  ,47.1,14,SEMINAR   ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Constructii subterane urbane                                                                                            ,47.2,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Constructii subterane urbane                                                                                            ,47.2,14,SEMINAR   ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL III,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Managementul eficientei  energetice pentru iluminatul urban                                                             ,48.1,14,CURS      ,1,DS   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Managementul eficientei  energetice pentru iluminatul urban                                                             ,48.1,14,SEMINAR   ,1,DS   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Retele electrice si iluminat urban                                                                                      ,48.2,14,SEMINAR   ,1,DS   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Retele electrice si iluminat urban                                                                                      ,48.2,14,CURS      ,1,DS   ,22,colocviu                      ,2,Nota      ,DO,OPTIONAL IV,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Gestiunea transportului public                                                                                          ,49.1,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL V,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Gestiunea transportului public                                                                                          ,49.1,14,SEMINAR   ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL V,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Sisteme de transport urban                                                                                              ,49.2,14,CURS      ,2,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL V,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Sisteme de transport urban                                                                                              ,49.2,14,SEMINAR   ,1,DS   ,33,colocviu                      ,3,Nota      ,DO,OPTIONAL V,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Coordonarea lucrarilor edilitare in localitati                                                                          ,50.1,14,LABORATOR ,1,DS   ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Coordonarea lucrarilor edilitare in localitati                                                                          ,50.1,14,CURS      ,2,DS   ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Sisteme de alimentare cu apa si canalizare                                                                              ,50.2,14,LABORATOR ,1,DS   ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Sisteme de alimentare cu apa si canalizare                                                                              ,50.2,14,CURS      ,2,DS   ,8,colocviu                      ,2,Nota      ,DO,OPTIONAL VI,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Practica de specialitate                                                                                                ,51,3,PRACTICA  ,30,DS   ,10,verificare                    ,4,A/R       ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,1,Voluntariat 5                                                                                                           ,305,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
3,2,Voluntariat 6                                                                                                           ,306,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Management urban                                                                                                        ,52,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Management urban                                                                                                        ,52,14,LABORATOR ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Constructii din beton armat  si  precomprimat                                                                           ,53,14,CURS      ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Constructii din beton armat  si  precomprimat                                                                           ,53,14,PROIECT   ,2,DID  ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Tehnologie si mecanizarea lucrarilor de constructii                                                                     ,54,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Tehnologie si mecanizarea lucrarilor de constructii                                                                     ,54,14,PROIECT   ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Fundatii                                                                                                                ,55,14,CURS      ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Fundatii                                                                                                                ,55,14,PROIECT   ,2,DID  ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Proiectarea infrastructurii tramvai - metrou                                                                            ,56,14,PROIECT   ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Proiectarea infrastructurii tramvai - metrou                                                                            ,56,14,CURS      ,2,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Trafic si siguranta circulatiei                                                                                         ,57,14,LABORATOR ,2,DS   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Trafic si siguranta circulatiei                                                                                         ,57,14,CURS      ,2,DS   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Managementul deseurilor                                                                                                 ,58,14,SEMINAR   ,2,DS   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Managementul deseurilor                                                                                                 ,58,14,CURS      ,2,DS   ,19,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Ambientare urbana                                                                                                       ,59,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Ambientare urbana                                                                                                       ,59,14,PROIECT   ,1,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Constructii metalice                                                                                                    ,60,14,CURS      ,2,DID  ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Constructii metalice                                                                                                    ,60,14,LABORATOR ,1,DID  ,33,examen                        ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Politici si strategii de dezvoltare urbana si regionala                                                                 ,61,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Politici si strategii de dezvoltare urbana si regionala                                                                 ,61,14,PROIECT   ,1,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Mobilitate si forma urbana                                                                                              ,62,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Mobilitate si forma urbana                                                                                              ,62,14,PROIECT   ,1,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Promovarea investitiilor in infrastructura  urbana                                                                      ,63.1,14,CURS      ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Promovarea investitiilor in infrastructura  urbana                                                                      ,63.1,14,PROIECT   ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Evaluari imobiliare                                                                                                     ,63.2,14,CURS      ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Evaluari imobiliare                                                                                                     ,63.2,14,PROIECT   ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL VII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Protectia mediului si metabolismul localitatilor                                                                        ,64.1,14,CURS      ,2,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Protectia mediului si metabolismul localitatilor                                                                        ,64.1,14,LABORATOR ,1,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Dezvoltare durabila  si protectia mediului                                                                              ,64.2,14,CURS      ,2,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Dezvoltare durabila  si protectia mediului                                                                              ,64.2,14,LABORATOR ,1,DS   ,58,colocviu                      ,4,Nota      ,DO,OPTIONAL VIII,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Elaborare proiect de diploma                                                                                            ,65,14,PROIECT   ,4,DS   ,44,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Practica pentru proiectul de diploma                                                                                    ,66,14,PRAC.PROI.,5,DS   ,5,colocviu                      ,3,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Examen de diploma                                                                                                       ,67,14,CURS      ,0,DS   ,0,examen                        ,10,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Incercarea constructiilor                                                                                               ,102,14,CURS      ,2,DS   ,19,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Incercarea constructiilor                                                                                               ,102,14,SEMINAR   ,2,DS   ,19,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Limbi moderne V                                                                                                         ,103,14,LABORATOR ,2,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Limbi moderne V                                                                                                         ,103,14,CURS      ,1,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,1,Voluntariat 7                                                                                                           ,307,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Limbi moderne VI                                                                                                        ,104,14,LABORATOR ,2,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Limbi moderne VI                                                                                                        ,104,14,CURS      ,1,DC   ,33,colocviu                      ,3,Nota      ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
4,2,Voluntariat 8                                                                                                           ,308,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Inginerie urbana si dezvoltare regionala (IUDR),Inginerie civila -                                                                                  ,LICENTA
1,1,Principii de proiectare a cladirilor verzi                                                                              ,1,14,PROIECT   ,1,DS   ,83,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Principii de proiectare a cladirilor verzi                                                                              ,1,14,CURS      ,2,DS   ,83,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Proiectarea higrotermica a cladirilor verzi                                                                             ,2,14,CURS      ,2,DA   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Proiectarea higrotermica a cladirilor verzi                                                                             ,2,14,PROIECT   ,2,DA   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Proiectarea hidrofuga si acustica a cladirilor verzi                                                                    ,3,14,CURS      ,2,DA   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Proiectarea hidrofuga si acustica a cladirilor verzi                                                                    ,3,14,LABORATOR ,1,DA   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Materiale speciale pentru constructii                                                                                   ,4,14,LABORATOR ,1,DA   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Materiale speciale pentru constructii                                                                                   ,4,14,CURS      ,1,DA   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Antreprenoriatul dezvoltarii durabile                                                                                   ,5,14,CURS      ,1,DS   ,72,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Antreprenoriatul dezvoltarii durabile                                                                                   ,5,14,PROIECT   ,1,DS   ,72,colocviu                      ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Activitate de cercetare proiectare 1                                                                                    ,6,14,CERCETARE ,14,DS   ,4,colocviu                      ,8,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Iluminatul sustenabil pentru cladirile verzi                                                                            ,7,14,LABORATOR ,1,DS   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Iluminatul sustenabil pentru cladirile verzi                                                                            ,7,14,CURS      ,1,DS   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,"Sisteme de incalzire, ventilare si apa calda de consum utilizate la cladirile verzi                                     ",8,14,CURS      ,2,DA   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,"Sisteme de incalzire, ventilare si apa calda de consum utilizate la cladirile verzi                                     ",8,14,PROIECT   ,2,DA   ,44,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Surse neconventionale de energie in constructii                                                                         ,9,14,CURS      ,1,DA   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Surse neconventionale de energie in constructii                                                                         ,9,14,PROIECT   ,2,DA   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Sustenabilitatea structurala a cladirilor                                                                               ,10,14,CURS      ,2,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Sustenabilitatea structurala a cladirilor                                                                               ,10,14,LABORATOR ,1,DS   ,58,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Tehnologii de realizare a cladirilor sustenabile                                                                        ,11.1,14,LABORATOR ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Tehnologii de realizare a cladirilor sustenabile                                                                        ,11.1,14,CURS      ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Protectia mediului si gestionarea sustenabila a deseurilor din constructii                                              ,11.2,14,LABORATOR ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Protectia mediului si gestionarea sustenabila a deseurilor din constructii                                              ,11.2,14,CURS      ,1,DS   ,72,colocviu                      ,4,Nota      ,DO,OPTIONAL I,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Etica si integritate academica                                                                                          ,12,14,CURS      ,1,DC   ,36,colocviu                      ,2,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Activitate de cercetare proiectare 2                                                                                    ,13,14,CERCETARE ,13,DS   ,18,colocviu                      ,8,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,1,Voluntariat 1                                                                                                           ,301,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
1,2,Voluntariat 2                                                                                                           ,302,14,SEMINAR   ,1,DC   ,36,verificare                    ,2,A/R       ,Dfac,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Reabilitarea higrotermica a cladirilor                                                                                  ,14,14,PROIECT   ,2,DA   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Reabilitarea higrotermica a cladirilor                                                                                  ,14,14,CURS      ,2,DA   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Reabilitarea hidrofuga si acustica a cladirilor                                                                         ,15,14,CURS      ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Reabilitarea hidrofuga si acustica a cladirilor                                                                         ,15,14,LABORATOR ,2,DS   ,69,examen                        ,5,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Eficienta economica si marketing performant al cladirilor verzi                                                         ,16,14,CURS      ,1,DA   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
2,1,Eficienta economica si marketing performant al cladirilor verzi                                                         ,16,14,LABORATOR ,1,DA   ,72,examen                        ,4,Nota      ,DI,comun,Facultatea de Constructii                                                                           ,Cladiri verzi (CV),Inginerie civila -                                                                                  ,MASTER
